query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done,link
Equisetum environmental sample,Equisetum californicum (Milde) G.N. Jones,No opinion,FALSE,0,0,0,0,0,The Flowering Plants and Ferns of Mount Rainier 174. 1938. (Fl. Pl. Ferns Mt. Rainier) ,http://www.tropicos.org/Name/26604532,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604532
Equisetum environmental sample,Equisetum campestre Schultz,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388576,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388576
Equisetum environmental sample,Equisetum capense Burm. f.,No opinion,FALSE,0,0,0,0,0,Flora Indica . . . nec non Prodromus Florae Capensis 31. 1768. (Fl. Indica) ,http://www.tropicos.org/Name/26609411,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26609411
Equisetum environmental sample,Equisetum capillare Hoffm.,No opinion,FALSE,0,0,0,0,0,Fl. Deutsch. 3. 1795. (Fl. Deutsch.) ,http://www.tropicos.org/Name/50176017,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50176017
Equisetum environmental sample,Equisetum debile Roxb. ex Vaucher,No opinion,FALSE,0,0,0,0,0,Mémoires de la Société de Physique et d'Histoire Naturelle de Genève 1: 387. 1822. (Mém. Soc. Phys. Genève) ,http://www.tropicos.org/Name/26612688,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26612688
Equisetum environmental sample,Equisetum diffusum D. Don,Legitimate,FALSE,0,0,0,0,0,Prodromus Florae Nepalensis 19. 1825. (Prodr. Fl. Nepal.) ,http://www.tropicos.org/Name/26612689,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26612689
Equisetum environmental sample,Equisetum diffusum var. paucidentatum C.N. Page,No opinion,FALSE,0,0,0,0,0,Fern Gazette 11(1): 31. 1974. (Fern Gaz.) ,http://www.tropicos.org/Name/50176007,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50176007
Equisetum environmental sample,Equisetum eburneum Schreb. ex Roth,No opinion,FALSE,0,0,0,0,0,Catalecta Botanica 1: 128. 1797. (Catal. Bot.) ,http://www.tropicos.org/Name/100384154,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100384154
Equisetum environmental sample,Equisetum eburneum var. frondescens A. Braun ex Engelm.,No opinion,FALSE,0,0,0,0,0,"American Journal of Science, and Arts 46: 84. 1844. (Amer. J. Sci. Arts) ",http://www.tropicos.org/Name/100384155,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100384155
Equisetum environmental sample,Equisetum eburneum var. serotinum A. Braun ex Engelm.,No opinion,FALSE,0,0,0,0,0,"American Journal of Science, and Arts 46: 84. 1844. (Amer. J. Sci. Arts) ",http://www.tropicos.org/Name/100384156,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100384156
Equisetum environmental sample,Equisetum elongatum var. annuliferum Milde,No opinion,FALSE,0,0,0,0,0,Annales Musei Botanici Lugduno-Batavi 1: 244. 1864. (Ann. Mus. Bot. Lugduno-Batavi) ,http://www.tropicos.org/Name/26622718,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26622718
Equisetum environmental sample,Equisetum elongatum Willd.,No opinion,FALSE,0,0,0,0,0,Species Plantarum. Editio quarta 5: 8. 1810. (Sp. Pl.) ,http://www.tropicos.org/Name/26611106,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611106
Equisetum environmental sample,Equisetum fluviatile fo. fluviatile ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605324,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605324
Equisetum environmental sample,Equisetum fluviatile fo. limosum (L.) Farw.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388563,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388563
Equisetum environmental sample,Equisetum fluviatile fo. linnaenum (Döll) M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 87. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26604945,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604945
Equisetum environmental sample,Equisetum fluviatile fo. minus M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 87. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26605047,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605047
Equisetum environmental sample,Equisetum fluviatile fo. natans M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 87. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26605046,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605046
Equisetum environmental sample,Equisetum fluviatile fo. polystachyum M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 88. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26605045,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605045
Equisetum environmental sample,Equisetum fluviatile L.,Legitimate,FALSE,0,0,0,0,0,Species Plantarum 2: 1062. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/26602005,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602005
Equisetum environmental sample,Equisetum fluviatile var. limosum (L.) Satou,No opinion,FALSE,0,0,0,0,0,0: 00. 1997. ,http://www.tropicos.org/Name/100388568,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388568
Equisetum environmental sample,Equisetum fluviatile var. limosum Gilib.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26604853,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604853
Equisetum environmental sample,Equisetum fluviatile var. verticillatum Döll,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26607045,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26607045
Equisetum environmental sample,Equisetum fontinale Copel.,No opinion,FALSE,0,0,0,0,0,"Madroño 3(8): 367–369, f. 1, pl. 22. 1936. (Madroño) ",http://www.tropicos.org/Name/26603611,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26603611
Equisetum environmental sample,Equisetum funstonii A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 11: 10. 1903. (Fern Bull.) ,http://www.tropicos.org/Name/26602961,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602961
Equisetum environmental sample,Equisetum giganteum L.,No opinion,FALSE,0,0,0,0,0,"Systema Naturae, Editio Decima 2: 1318. 1759. (Syst. Nat. (ed. 10)) ",http://www.tropicos.org/Name/26605511,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605511
Equisetum environmental sample,Equisetum heleocharis Ehrh.,No opinion,FALSE,0,0,0,0,0,Hannoverisches Magazin 1783: 286. 1783. (Hannover. Mag.) ,http://www.tropicos.org/Name/26604854,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604854
Equisetum environmental sample,Equisetum heleocharis fo. fluviatile (L.) Asch. & Graebn.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388569,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388569
Equisetum environmental sample,Equisetum heleocharis fo. limosum (L.) Asch. & Graebn.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388570,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388570
Equisetum environmental sample,Equisetum huegelii Milde,No opinion,FALSE,0,0,0,0,0,Verhandlungen der Kaiserlich-Königlichen Zoologisch-Botanischen Gesellschaft in Wien 11: 356. 1861. (Verh. K.K. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/100477876,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477876
Equisetum environmental sample,Equisetum hyemale fo. drummondii M. Broun,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26604983,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604983
Equisetum environmental sample,Equisetum hyemale fo. intermedium Vict.,No opinion,FALSE,0,0,0,0,0,Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 89. 1927. (Contr. Lab. Bot. Univ. Montréal) ,http://www.tropicos.org/Name/26604536,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604536
Equisetum environmental sample,Equisetum hyemale fo. polystachyum Prag.,No opinion,FALSE,0,0,0,0,0,Working List of North American Pteridophytes 8: 26. 1901. (List N. Amer. Pterid.) ,http://www.tropicos.org/Name/26605050,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605050
Equisetum environmental sample,Equisetum hyemale fo. proliferum Haberer,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605048,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605048
Equisetum environmental sample,Equisetum hyemale fo. pseudohyemale ,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26607288,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26607288
Equisetum environmental sample,Equisetum hyemale fo. pumilum Vict.,No opinion,FALSE,0,0,0,0,0,Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 89. 1927. (Contr. Lab. Bot. Univ. Montréal) ,http://www.tropicos.org/Name/26605049,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605049
Equisetum environmental sample,Equisetum hyemale fo. texanum M. Broun,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26604984,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604984
Equisetum environmental sample,Equisetum hyemale L.,Legitimate,FALSE,0,0,0,0,0,Species Plantarum 2: 1062. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/26600161,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26600161
Equisetum environmental sample,Equisetum hyemale subsp. affine (Engelm.) Calder & Roy L. Taylor,Legitimate,FALSE,0,0,0,0,0,Canadian Journal of Botany 43(11): 1387. 1965. (Canad. J. Bot.) ,http://www.tropicos.org/Name/26600162,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26600162
Equisetum environmental sample,Equisetum hyemale subsp. affine x laevigatum ,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26608983,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608983
Equisetum environmental sample,Equisetum hyemale subsp. affine x myriochaetum ,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/50154848,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50154848
Equisetum environmental sample,Equisetum hyemale subsp. hyemale ,Legitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605325,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605325
Equisetum environmental sample,Equisetum hyemale subsp. moorei Syme & N.E. Br.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26611931,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611931
Equisetum environmental sample,Equisetum hyemale subsp. trachyodon A. Braun,No opinion,FALSE,0,0,0,0,0,Flora 22(20): 308. 1839. (Flora) ,http://www.tropicos.org/Name/26611932,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611932
Equisetum environmental sample,Equisetum hyemale subsp. variegatum (Schleich. ex F. Weber & D. Mohr) A. Braun,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26611934,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611934
Equisetum environmental sample,Equisetum hyemale var. affine (Engelm.) A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 11(4): 111–112. 1903. (Fern Bull.) ,http://www.tropicos.org/Name/26602006,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602006
Equisetum environmental sample,Equisetum hyemale var. californica Farw.,Illegitimate,FALSE,0,0,0,0,0,Memoirs of The New York Botanical Garden 6: 465. 1916. (Mem. New York Bot. Gard.) ,http://www.tropicos.org/Name/26602950,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602950
Equisetum environmental sample,Equisetum hyemale var. californicum Milde,No opinion,FALSE,0,0,0,0,0,Verhandlungen der Zoologisch-botanischen Gesellschaft in Wien 12: 1264. 1862. (Verh. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/26602949,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602949
Equisetum environmental sample,Equisetum hyemale var. elatum (Engelm.) C.V. Morton,No opinion,FALSE,0,0,0,0,0,Leaflets of Western Botany 6(7): 156. 1951. (Leafl. W. Bot.) ,http://www.tropicos.org/Name/26602954,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602954
Equisetum environmental sample,Equisetum hyemale var. intermedium A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 11: 108. 1903. (Fern Bull.) ,http://www.tropicos.org/Name/26604136,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604136
Equisetum environmental sample,Equisetum hyemale var. intermedium A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 10: 120. 1902. (Fern Bull.) ,http://www.tropicos.org/Name/26604533,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604533
Equisetum environmental sample,Equisetum hyemale var. jesupi Vict.,No opinion,FALSE,0,0,0,0,0,Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 90. 1927. (Contr. Lab. Bot. Univ. Montréal) ,http://www.tropicos.org/Name/26605193,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605193
Equisetum environmental sample,Equisetum hyemale var. komarovii (Iljin) W. Wang,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388686,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388686
Equisetum environmental sample,Equisetum hyemale var. mackaii Newman,No opinion,FALSE,0,0,0,0,0,Phytologist: a popular botanical miscellany 1: 305. 1843[1842]. (Sep 1842) (Phytologist) ,http://www.tropicos.org/Name/26615224,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26615224
Equisetum environmental sample,Equisetum hyemale var. moorei Hook. & Arn.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26611936,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611936
Equisetum environmental sample,Equisetum hyemale var. pseudohyemale (Farw.) C.V. Morton,No opinion,FALSE,0,0,0,0,0,An Illustrated Flora of the Northern United States 1: 16. 1952. (Ill. Fl. N. U.S.) ,http://www.tropicos.org/Name/26602951,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602951
Equisetum environmental sample,Equisetum hyemale var. robustum (A. Braun ex Engelm.) A.A. Eaton,No opinion,FALSE,0,0,0,0,0,"Fern Bulletin 11: 75, 112. 1903. (Fern Bull.) ",http://www.tropicos.org/Name/26604982,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604982
Equisetum environmental sample,Equisetum hyemale var. suksdorfii A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 11: 110. 1903. (Fern Bull.) ,http://www.tropicos.org/Name/26604537,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604537
Equisetum environmental sample,Equisetum hyemale var. tenellum Lilj.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388707,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388707
Equisetum environmental sample,Equisetum hyemale var. variegatum (Schleich. ex F. Weber & D. Mohr) Newman,No opinion,FALSE,0,0,0,0,0,Phytologist: a popular botanical miscellany 1: 337. 1842. (Phytologist) ,http://www.tropicos.org/Name/26602952,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602952
Equisetum environmental sample,Equisetum hyemale var. x variegatum ,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26608984,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608984
Equisetum environmental sample,Equisetum intermedium Rydb.,No opinion,FALSE,0,0,0,0,0,Flora of the Rocky Mountains 1053. 1917. (Fl. Rocky Mts.) ,http://www.tropicos.org/Name/26604535,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604535
Equisetum environmental sample,Equisetum kansanum fo. caespitosum M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 89. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26604980,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604980
Equisetum environmental sample,Equisetum kansanum fo. elatum M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 89. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26604531,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604531
Equisetum environmental sample,Equisetum kansanum fo. ramosum M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 90. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26604946,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604946
Equisetum environmental sample,Equisetum kansanum fo. variegatoides M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 90. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26604981,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604981
Equisetum environmental sample,Equisetum kansanum J.H. Schaffn.,No opinion,FALSE,0,0,0,0,0,Ohio Naturalist (and Journal of Science) 13: 21. 1912. (Ohio Naturalist) ,http://www.tropicos.org/Name/26602960,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602960
Equisetum environmental sample,Equisetum komarovii Iljin,No opinion,FALSE,0,0,0,0,0,Flora URSS 1: 110. 1934. (Flora URSS) ,http://www.tropicos.org/Name/26611938,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611938
Equisetum environmental sample,Equisetum laevigatum A. Braun,No opinion,FALSE,0,0,0,0,0,"American Journal of Science, and Arts 46: 87. 1844. (Amer. J. Sci. Arts) ",http://www.tropicos.org/Name/26602007,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602007
Equisetum environmental sample,Equisetum laevigatum fo. scabrellum (Engelm.) M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 90. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26605226,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605226
Equisetum environmental sample,Equisetum laevigatum subsp. funstonii (A.A. Eaton) Hartm.,No opinion,FALSE,0,0,0,0,0,Transactions of the Kansas Academy of Science 61: 145. 1958. (Trans. Kansas Acad. Sci.) ,http://www.tropicos.org/Name/26604568,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604568
Equisetum environmental sample,Equisetum laevigatum var. elatum Engelm.,No opinion,FALSE,0,0,0,0,0,"American Journal of Science, and Arts 46: 87. 1844. (Amer. J. Sci. Arts) ",http://www.tropicos.org/Name/26602956,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602956
Equisetum environmental sample,Equisetum laevigatum var. funstonii E.L. Hartm.,No opinion,FALSE,0,0,0,0,0,Transactions of the Kansas Academy of Science 61: 145. 1958. (Trans. Kansas Acad. Sci.) ,http://www.tropicos.org/Name/26602957,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602957
Equisetum environmental sample,Equisetum laevigatum var. scabrellum Engelm.,No opinion,FALSE,0,0,0,0,0,"American Journal of Science, and Arts 46: 87. 1844. (Amer. J. Sci. Arts) ",http://www.tropicos.org/Name/100352637,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100352637
Equisetum environmental sample,Equisetum laevigatum var. x variegatum ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26608985,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608985
Equisetum environmental sample,Equisetum limosum fo. linnaeanum Döll,No opinion,FALSE,0,0,0,0,0,Flora des Grossherzogthums Baden 1: 64. 1857. (Fl. Baden) ,http://www.tropicos.org/Name/50138776,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50138776
Equisetum environmental sample,Equisetum limosum fo. verticillatum Döll,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388571,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388571
Equisetum environmental sample,Equisetum limosum L.,No opinion,FALSE,0,0,0,0,0,Species Plantarum 2: 1062. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/26603609,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26603609
Equisetum environmental sample,Equisetum limosum var. verticillatum Döll,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605044,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605044
Equisetum environmental sample,Equisetum litorale fo. arvensiforme Vict.,No opinion,FALSE,0,0,0,0,0,Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 71. 1927. (Contr. Lab. Bot. Univ. Montréal) ,http://www.tropicos.org/Name/26605041,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605041
Equisetum environmental sample,Equisetum litorale fo. gracile Vict.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605043,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605043
Equisetum environmental sample,Equisetum litorale fo. humile Vict.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605042,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605042
Equisetum environmental sample,Equisetum litorale fo. litorale ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605323,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605323
Equisetum environmental sample,Equisetum litorale Kühlew. ex Rupr.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605984,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605984
Equisetum environmental sample,Equisetum lyi H. Lév.,Legitimate,FALSE,0,0,0,0,0,"Bulletin de l'Herbier Boissier, sér. 2, 6(6): 506. 1906. (31 May 1906) (Bull. Herb. Boissier, sér. 2,) ",http://www.tropicos.org/Name/50002325,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50002325
Equisetum environmental sample,Equisetum majus Garsault,No opinion,FALSE,0,0,0,0,0,"Description, Vertus et Usages de Sept Cents Dix-Neuf Plantes, Tant Étrangères que de Nos Climats 166. 1767. (Descr. Vertus Pl.) ",http://www.tropicos.org/Name/26611104,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611104
Equisetum environmental sample,Equisetum martii Milde,No opinion,FALSE,0,0,0,0,0,Verhandlungen der Zoologisch-botanischen Gesellschaft in Wien 12: 1258. 1862. (Verh. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/26613527,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26613527
Equisetum environmental sample,Equisetum maximum Lam.,No opinion,FALSE,0,0,0,0,0,Flore Françoise 1: 1245. 1795. (Fl. Franç.) ,http://www.tropicos.org/Name/26603612,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26603612
Equisetum environmental sample,Equisetum mekongense C.N. Page,No opinion,FALSE,0,0,0,0,0,"Fern Gazette 11(1): 36–37, 41–42, f. 9, a–e. 1974. (Fern Gaz.) ",http://www.tropicos.org/Name/26618603,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26618603
Equisetum environmental sample,Equisetum mexicanum Gand.,No opinion,FALSE,0,0,0,0,0,Bulletin de la Société Botanique de France 66(7): 304. 1919[1920]. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/50177031,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50177031
Equisetum environmental sample,Equisetum mexicanum Milde,Legitimate,FALSE,0,0,0,0,0,Verhandlungen der Kaiserlich-Königlichen Zoologisch-Botanischen Gesellschaft in Wien 11: 355. 1861. (Verh. K.K. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/26608438,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608438
Equisetum environmental sample,Equisetum montanum Raf.,No opinion,FALSE,0,0,0,0,0,American monthly magazine and critical review 2(3): 206–207. 1818. (Amer. Monthly Mag. & Crit. Rev.) ,http://www.tropicos.org/Name/50307765,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50307765
Equisetum environmental sample,Equisetum myriochaetum Schltdl. & Cham.,No opinion,FALSE,0,0,0,0,0,Linnaea 5: 623. 1830. (Linnaea) ,http://www.tropicos.org/Name/26607524,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26607524
Equisetum environmental sample,Equisetum nelsonii J.H. Schaffn.,No opinion,FALSE,0,0,0,0,0,American Fern Journal 16: 45. 1926. (Amer. Fern J.) ,http://www.tropicos.org/Name/26602009,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602009
Equisetum environmental sample,Equisetum palustre fo. arcuatum Milde,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605033,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605033
Equisetum environmental sample,Equisetum palustre fo. filiforme Lacks,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605326,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605326
Equisetum environmental sample,Equisetum palustre fo. fluitans Vict.,No opinion,FALSE,0,0,0,0,0,"Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 60, f. 13. 1927. (Contr. Lab. Bot. Univ. Montréal) ",http://www.tropicos.org/Name/26605035,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605035
Equisetum environmental sample,Equisetum palustre fo. luxurians Vict.,No opinion,FALSE,0,0,0,0,0,"Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 56, f. 11–12. 1927. (Contr. Lab. Bot. Univ. Montréal) ",http://www.tropicos.org/Name/26605040,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605040
Equisetum environmental sample,Equisetum palustre fo. nigridens Vict.,No opinion,FALSE,0,0,0,0,0,Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 63. 1927. (Contr. Lab. Bot. Univ. Montréal) ,http://www.tropicos.org/Name/26605032,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605032
Equisetum environmental sample,Equisetum palustre fo. palustre ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605327,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605327
Equisetum environmental sample,Equisetum palustre fo. polystachion (Weigel) Vill.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388554,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388554
Equisetum environmental sample,Equisetum palustre fo. polystachion Duval-Jouve,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605034,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605034
Equisetum environmental sample,Equisetum palustre fo. ramosissimum M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 92. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26605037,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605037
Equisetum environmental sample,Equisetum palustre fo. ramulosum Klinge,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605036,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605036
Equisetum environmental sample,Equisetum palustre fo. simplex Milde,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605038,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605038
Equisetum environmental sample,Equisetum palustre fo. tenue Duval-Jouve,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605039,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605039
